Product_ID,Product_Name,Category,Sub_Category,Stock_Quantity,Reorder_Level,Reorder_Quantity,Unit_Cost,Warehouse_Location,Last_Restock_Date,Supplier_ID
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,107,26,64,49.39,WH-B04,2025-11-24,SUP-016
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,58,14,34,3.31,WH-C13,2025-12-20,SUP-016
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,94,23,56,60.35,WH-A14,2025-11-27,SUP-023
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,70,17,42,3.46,WH-B01,2025-12-04,SUP-008
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,48,12,28,40.82,WH-B18,2025-12-07,SUP-011
OFF-ST-10000642,"Tennsco Lockers, Gray",Office Supplies,Storage,131,32,78,7.63,WH-A15,2025-12-14,SUP-035
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,94,23,56,28.0,WH-C04,2025-11-29,SUP-005
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,55,13,33,4.9,WH-B06,2025-12-06,SUP-021
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,130,32,78,36.22,WH-C14,2025-12-08,SUP-024
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,145,36,87,5.46,WH-B11,2025-12-04,SUP-008
OFF-LA-10004544,Avery 505,Office Supplies,Labels,73,18,43,9.93,WH-A13,2026-01-30,SUP-019
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,89,22,53,140.26,WH-A06,2025-12-16,SUP-019
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,72,18,43,203.03,WH-C05,2026-01-07,SUP-041
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,142,35,85,25.53,WH-D04,2025-11-14,SUP-038
TEC-PH-10002563,Adtran 1202752G1,Technology,Phones,109,27,65,63.5,WH-B16,2025-12-18,SUP-044
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,155,38,93,1.22,WH-A07,2025-12-07,SUP-019
OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,75,18,45,1.76,WH-D02,2026-01-28,SUP-044
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,94,23,56,7.85,WH-D17,2026-01-29,SUP-020
TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,78,19,46,114.21,WH-A07,2026-01-30,SUP-019
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,69,17,41,5.18,WH-D15,2025-11-24,SUP-014
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,49,12,29,1.51,WH-D01,2025-12-11,SUP-045
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,137,34,82,46.58,WH-A08,2026-01-13,SUP-046
OFF-ST-10002485,Rogers Deluxe File Chest,Office Supplies,Storage,171,42,102,5.81,WH-C06,2026-01-27,SUP-047
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,130,32,78,29.3,WH-A08,2026-01-10,SUP-027
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,140,35,84,32.41,WH-A08,2025-12-27,SUP-004
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders,115,28,69,1.48,WH-A10,2026-02-04,SUP-022
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables,92,23,55,121.83,WH-A03,2026-01-12,SUP-015
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,214,53,128,137.54,WH-B04,2025-12-08,SUP-049
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,113,28,67,26.3,WH-C01,2026-01-23,SUP-035
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Technology,Accessories,299,74,179,81.29,WH-A08,2025-11-29,SUP-049
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,138,34,82,2.05,WH-B19,2026-01-22,SUP-026
OFF-PA-10003349,Xerox 1957,Office Supplies,Paper,133,33,79,1.87,WH-C02,2026-02-09,SUP-043
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,94,23,56,76.12,WH-A17,2026-02-08,SUP-032
FUR-FU-10004351,Staple-based wall hangings,Furniture,Furnishings,132,33,79,5.44,WH-D15,2025-12-28,SUP-023
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,82,20,49,17.13,WH-A17,2025-12-26,SUP-047
FUR-TA-10002607,KI Conference Tables,Furniture,Tables,126,31,75,34.09,WH-D12,2026-02-06,SUP-034
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,Furnishings,116,29,69,0.85,WH-A16,2026-02-10,SUP-013
OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,Storage,98,24,58,17.0,WH-C11,2025-12-10,SUP-046
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,117,29,70,4.2,WH-A14,2025-12-24,SUP-043
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,85,21,51,143.78,WH-B09,2026-01-06,SUP-048
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,174,43,104,77.8,WH-D17,2026-01-17,SUP-043
OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,78,19,46,2.44,WH-A09,2025-11-27,SUP-028
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,220,55,132,5.21,WH-D04,2026-01-29,SUP-027
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,132,33,79,28.01,WH-A16,2025-11-26,SUP-044
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,142,35,85,17.93,WH-C02,2026-01-25,SUP-049
TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,120,30,72,68.58,WH-C20,2026-01-02,SUP-031
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,56,14,33,4.21,WH-C06,2025-12-31,SUP-024
OFF-ST-10002790,Safco Industrial Shelving,Office Supplies,Storage,113,28,67,19.27,WH-B06,2025-11-29,SUP-018
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,130,32,78,2.28,WH-A13,2026-01-27,SUP-013
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,22,5,13,0.47,WH-A14,2026-01-18,SUP-011
TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,31,7,18,540.98,WH-A10,2026-01-05,SUP-018
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,83,20,49,26.76,WH-A04,2025-12-14,SUP-020
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,206,51,123,17.84,WH-B20,2025-11-25,SUP-025
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,73,18,43,1.67,WH-A03,2025-11-14,SUP-028
OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,Fasteners,110,27,66,0.64,WH-C11,2026-02-07,SUP-034
OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,Storage,90,22,54,16.14,WH-D18,2026-02-01,SUP-017
OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,62,15,37,11.99,WH-A19,2025-11-14,SUP-024
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,168,42,100,80.4,WH-D10,2025-11-21,SUP-026
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,179,44,107,15.3,WH-D06,2025-11-20,SUP-016
FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings,63,15,37,1.79,WH-C03,2026-02-06,SUP-037
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,162,40,97,1.13,WH-B08,2025-12-03,SUP-031
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,138,34,82,1.5,WH-D10,2026-02-01,SUP-012
OFF-AR-10001427,Newell 330,Office Supplies,Art,66,16,39,1.92,WH-A16,2026-01-27,SUP-038
OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,40,10,24,6.86,WH-A04,2025-12-03,SUP-032
OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,85,21,51,1.48,WH-C17,2025-12-27,SUP-018
OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,Storage,107,26,64,7.28,WH-C10,2026-01-29,SUP-017
OFF-LA-10002043,Avery 489,Office Supplies,Labels,99,24,59,4.55,WH-B20,2025-12-27,SUP-026
OFF-BI-10004967,Round Ring Binders,Office Supplies,Binders,118,29,70,0.49,WH-A13,2025-11-24,SUP-032
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones,123,30,73,70.15,WH-A01,2026-01-25,SUP-010
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,82,20,49,129.4,WH-B12,2026-01-08,SUP-032
OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,162,40,97,13.21,WH-A07,2025-12-23,SUP-014
TEC-AC-10001956,Microsoft Arc Touch Mouse,Technology,Accessories,66,16,39,18.92,WH-A19,2026-01-30,SUP-011
OFF-PA-10004100,Xerox 216,Office Supplies,Paper,98,24,58,3.38,WH-D04,2025-11-14,SUP-001
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,67,16,40,16.8,WH-A12,2026-01-18,SUP-049
OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies,Supplies,93,23,55,97.33,WH-D02,2025-12-21,SUP-034
OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,106,26,63,1.1,WH-C07,2026-01-10,SUP-014
OFF-LA-10004689,Avery 512,Office Supplies,Labels,83,20,49,3.53,WH-A08,2025-12-21,SUP-023
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,143,35,85,43.43,WH-C11,2025-12-09,SUP-044
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,118,29,70,22.82,WH-B01,2025-11-18,SUP-031
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,103,25,61,18.72,WH-D04,2026-01-08,SUP-022
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,Chairs,114,28,68,25.3,WH-A15,2025-12-25,SUP-013
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,100,25,60,33.45,WH-A18,2026-01-25,SUP-014
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,84,21,50,22.07,WH-A12,2026-02-07,SUP-013
OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,129,32,77,3.43,WH-C09,2026-02-01,SUP-027
OFF-PA-10002105,Xerox 223,Office Supplies,Paper,29,7,17,6.36,WH-C19,2025-11-27,SUP-018
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,116,29,69,68.3,WH-A02,2025-12-28,SUP-019
OFF-PA-10004243,Xerox 1939,Office Supplies,Paper,125,31,75,8.45,WH-A15,2025-12-30,SUP-031
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,86,21,51,17.76,WH-B04,2025-11-28,SUP-032
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,121,30,72,3.76,WH-C05,2025-12-03,SUP-039
FUR-TA-10002533,BPI Conference Tables,Furniture,Tables,94,23,56,56.32,WH-B02,2026-02-06,SUP-017
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,93,23,55,3.03,WH-B18,2026-01-17,SUP-037
OFF-AR-10003651,Newell 350,Office Supplies,Art,109,27,65,1.21,WH-B20,2026-01-10,SUP-008
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,78,19,46,4.23,WH-A03,2026-01-06,SUP-030
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,84,21,50,35.63,WH-C13,2025-12-20,SUP-016
OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art,89,22,53,1.11,WH-B06,2025-12-09,SUP-034
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,77,19,46,2.6,WH-A16,2025-11-29,SUP-034
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,109,27,65,132.42,WH-C02,2026-01-25,SUP-027
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,136,34,81,3.75,WH-B05,2025-11-24,SUP-022
OFF-LA-10000634,Avery 509,Office Supplies,Labels,82,20,49,1.41,WH-D02,2025-12-08,SUP-012
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,79,19,47,16.93,WH-B17,2026-01-11,SUP-001
TEC-PH-10002398,AT&T 1070 Corded Phone,Technology,Phones,72,18,43,48.99,WH-B19,2026-01-08,SUP-034
OFF-PA-10001937,Xerox 21,Office Supplies,Paper,93,23,55,3.5,WH-C03,2026-02-09,SUP-006
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,110,27,66,18.98,WH-C07,2026-01-16,SUP-011
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,119,29,71,72.13,WH-D14,2025-12-07,SUP-039
TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,29,7,17,3179.32,WH-A16,2025-11-30,SUP-034
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,99,24,59,50.52,WH-C19,2026-01-16,SUP-004
OFF-FA-10000624,OIC Binder Clips,Office Supplies,Fasteners,85,21,51,3.17,WH-D19,2026-01-21,SUP-025
TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories,138,34,82,58.61,WH-B06,2026-01-09,SUP-046
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,88,22,52,4.69,WH-A19,2026-02-08,SUP-039
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,84,21,50,83.79,WH-A17,2026-01-15,SUP-009
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,84,21,50,19.61,WH-B05,2026-01-30,SUP-047
FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,153,38,91,102.19,WH-D01,2026-01-13,SUP-038
OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,127,31,76,7.39,WH-B12,2025-12-21,SUP-011
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,125,31,75,9.07,WH-C03,2026-02-05,SUP-038
TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,116,29,69,39.36,WH-B18,2025-12-27,SUP-026
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,42,10,25,4.49,WH-C09,2025-12-06,SUP-041
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,117,29,70,0.78,WH-D20,2026-01-26,SUP-023
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,Binders,74,18,44,3.62,WH-D02,2026-02-03,SUP-024
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,122,30,73,373.66,WH-D05,2025-11-26,SUP-004
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,215,53,129,0.76,WH-B08,2026-02-02,SUP-004
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,105,26,63,1.4,WH-D19,2026-02-07,SUP-033
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,87,21,52,134.26,WH-C11,2025-12-25,SUP-043
OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,84,21,50,0.48,WH-A09,2025-12-06,SUP-034
OFF-AR-10000122,Newell 314,Office Supplies,Art,144,36,86,1.96,WH-D08,2025-11-27,SUP-041
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,82,20,49,8.64,WH-D16,2025-12-21,SUP-035
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,120,30,72,2.14,WH-A01,2025-12-29,SUP-038
OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,356,89,213,13.48,WH-B12,2026-01-06,SUP-029
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,107,26,64,0.87,WH-D03,2026-01-14,SUP-002
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,137,34,82,277.01,WH-D15,2026-01-19,SUP-029
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,62,15,37,28.87,WH-A11,2025-12-18,SUP-001
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,75,18,45,1.3,WH-D01,2025-12-30,SUP-032
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,121,30,72,2.06,WH-A13,2025-12-10,SUP-014
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,197,49,118,2.6,WH-C14,2025-11-24,SUP-036
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,36,9,21,50.51,WH-D09,2025-12-01,SUP-029
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,96,24,57,5.79,WH-C18,2026-01-27,SUP-008
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,196,49,117,79.24,WH-A11,2025-12-07,SUP-016
OFF-AR-10003732,Newell 333,Office Supplies,Art,135,33,81,1.15,WH-D12,2025-12-01,SUP-031
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,123,30,73,3.16,WH-C16,2026-01-15,SUP-029
OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,55,13,33,4.17,WH-C17,2026-01-29,SUP-008
OFF-SU-10001225,Staple remover,Office Supplies,Supplies,126,31,75,1.38,WH-D12,2025-11-30,SUP-040
OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,98,24,58,7.65,WH-B02,2026-01-30,SUP-048
OFF-PA-10002036,Xerox 1930,Office Supplies,Paper,81,20,48,4.75,WH-B16,2025-12-18,SUP-033
OFF-ST-10002205,File Shuttle I and Handi-File,Office Supplies,Storage,66,16,39,6.66,WH-D19,2025-12-13,SUP-047
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,99,24,59,104.43,WH-D20,2025-11-17,SUP-041
OFF-AR-10000658,Newell 324,Office Supplies,Art,121,30,72,4.9,WH-A19,2026-02-06,SUP-002
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Technology,Accessories,129,32,77,36.78,WH-B13,2025-12-21,SUP-001
OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,80,20,48,26.76,WH-C08,2025-12-15,SUP-015
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,120,30,72,146.96,WH-D08,2025-12-16,SUP-002
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,136,34,81,5.89,WH-D18,2026-01-27,SUP-045
OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,92,23,55,2.43,WH-D16,2025-12-27,SUP-038
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,158,39,94,3.5,WH-B17,2026-01-15,SUP-049
OFF-PA-10004734,Southworth Structures Collection,Office Supplies,Paper,48,12,28,3.07,WH-B15,2025-12-28,SUP-042
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,133,33,79,6.65,WH-B06,2025-12-20,SUP-019
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,65,16,39,8.69,WH-B15,2025-11-14,SUP-016
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,56,14,33,184.5,WH-B17,2025-11-30,SUP-050
TEC-AC-10002335,Logitech Media Keyboard K200,Technology,Accessories,94,23,56,13.73,WH-B02,2025-12-16,SUP-043
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,Technology,Machines,63,15,37,59.34,WH-B07,2026-01-24,SUP-005
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,144,36,86,1.66,WH-B01,2025-11-15,SUP-019
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,152,38,91,1.53,WH-D13,2025-12-29,SUP-008
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,187,46,112,2.33,WH-D02,2026-01-09,SUP-024
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,137,34,82,80.79,WH-B08,2026-01-12,SUP-033
TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,52,13,31,215.43,WH-C08,2026-02-01,SUP-041
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,81,20,48,10.76,WH-C07,2026-01-28,SUP-001
OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,114,28,68,12.91,WH-D12,2025-11-20,SUP-040
OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage,94,23,56,11.52,WH-B03,2026-01-06,SUP-001
OFF-PA-10002552,Xerox 1958,Office Supplies,Paper,70,17,42,1.71,WH-B20,2025-11-16,SUP-025
OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,114,28,68,9.78,WH-C08,2026-01-25,SUP-045
OFF-ST-10001580,Super Decoflex Portable Personal File,Office Supplies,Storage,68,17,40,6.75,WH-D02,2026-01-17,SUP-012
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,156,39,93,10.6,WH-B11,2025-11-22,SUP-013
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,143,35,85,11.84,WH-A13,2025-12-01,SUP-042
OFF-PA-10001947,Xerox 1974,Office Supplies,Paper,72,18,43,1.57,WH-B13,2026-01-05,SUP-049
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,77,19,46,6.34,WH-D20,2025-11-14,SUP-032
OFF-AP-10004249,Staple holder,Office Supplies,Appliances,126,31,75,5.85,WH-A08,2026-02-09,SUP-016
TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Technology,Copiers,70,17,42,216.11,WH-A06,2026-01-24,SUP-020
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,161,40,96,2.86,WH-B04,2026-01-22,SUP-031
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,89,22,53,54.72,WH-A02,2025-12-31,SUP-034
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,102,25,61,2.57,WH-D11,2026-02-07,SUP-042
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,153,38,91,1.6,WH-B04,2025-12-24,SUP-023
OFF-PA-10001970,Xerox 1908,Office Supplies,Paper,220,55,132,13.48,WH-C03,2025-11-16,SUP-002
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,71,17,42,60.47,WH-B09,2026-01-09,SUP-007
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,92,23,55,34.45,WH-A01,2026-01-03,SUP-027
OFF-PA-10000157,Xerox 191,Office Supplies,Paper,139,34,83,9.46,WH-C17,2026-01-03,SUP-041
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,118,29,70,7.36,WH-D19,2026-01-15,SUP-033
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,142,35,85,35.23,WH-D09,2026-01-25,SUP-031
OFF-PA-10003845,Xerox 1987,Office Supplies,Paper,52,13,31,3.05,WH-C18,2025-11-27,SUP-004
OFF-AR-10001573,American Pencil,Office Supplies,Art,53,13,31,1.59,WH-C12,2025-11-27,SUP-016
